Country or Area,Year,Area,City,Reliability,Source Year,Value,Value Footnotes
India,2001,Total,Hardoi,"Final figure, complete",2007,59876,5
Poland,2003,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2004,59875,66
Russian Federation,2012,Total,Achinsk,"Final figure, complete",2013,59874,
Thailand,2000,Total,Tak,"Final figure, complete",2000,59874,30
Colombia,2005,Total,MaganguÃ©,"Final figure, complete",2008,59873,
Ukraine,2012,Total,Enakievo (Yenakievo),"Final figure, complete",2012,59872,
India,2001,Total,North Barrackpur,"Final figure, complete",2007,59872,5
Netherlands,2009,Total,Leiden,"Final figure, complete",2009,59869,
India,2001,Total,Tezpur,"Final figure, complete",2007,59869,5
Italy,2013,Total,Vicenza,"Final figure, complete",2014,59864.5,
Italy,2009,Total,Trento,"Final figure, complete",2010,59861,
Italy,2014,Total,Vicenza,"Final figure, complete",2015,59857,
India,2001,Total,Chitradurga,"Final figure, complete",2007,59857,5
Japan,2010,Total,Aizuwakamatsu,"Final figure, complete",2012,59854,13
Germany,2015,Total,Offenbach am Main,"Final figure, complete",2015,59848,54
Russian Federation,2009,Total,Novy Urengoy,"Final figure, complete",2010,59846,
Ukraine,2009,Total,Krasny Lutch,"Final figure, complete",2009,59846,
Russian Federation,2012,Total,Novy Urengoy,"Final figure, complete",2013,59841,
Italy,2005,Total,Siracusa,"Final figure, complete",2006,59839,
Russian Federation,2012,Total,Novoshakhtinsk,"Final figure, complete",2013,59833,
Spain,2008,Total,Santa Coloma de Gramanet,"Final figure, complete",2009,59829,
Serbia,2007,Total,Cacak,"Final figure, complete",2008,59825,68
Mauritius,2011,Total,PORT LOUIS,"Final figure, complete",2012,59816,154
Japan,2003,Total,Ebetsu,"Final figure, complete",2003,59814,"12,13"
Germany,2011,Total,Ulm,"Final figure, complete",2014,59813,
Italy,2008,Total,Forli,"Final figure, complete",2009,59813,
Iceland,2010,Total,REYKJAVIK,"Final figure, complete",2011,59808,"145,147"
Costa Rica,2006,Total,Puntarenas,"Final figure, complete",2006,59807,
Italy,2007,Total,Vicenza,"Final figure, complete",2008,59806,
Italy,2006,Total,Vicenza,"Final figure, complete",2007,59806,
Spain,2012,Total,Santa Coloma de Gramanet,"Final figure, complete",2013,59804,
India,2001,Total,Vadakara,"Final figure, complete",2007,59803,5
Russian Federation,2011,Total,Bataisk,"Final figure, complete",2012,59801,
Spain,2011,Total,Santa Coloma de Gramanet,"Final figure, complete",2013,59801,
New Zealand,2008,Total,Dunedin,"Final figure, complete",2008,59800,
Spain,2008,Total,Algeciras,"Final figure, complete",2009,59798,
Serbia,2011,Total,Pancevo,"Final figure, complete",2012,59797,"67,68"
Mexico,2007,Total,Colimas,"Final figure, complete",2009,59797,
Mexico,2005,Total,CuliacÃ¡n Rosales,"Final figure, complete",2007,59797,1
Japan,2005,Total,Kashihara,"Final figure, complete",2007,59792,"12,13"
Serbia,2012,Total,Pancevo,"Final figure, complete",2013,59785,"67,68"
United States of America,2010,Total,Frisco (TX),"Final figure, complete",2013,59782,"3,4"
El Salvador,2007,Total,Ciudad Delgado,"Final figure, complete",2009,59780,
Honduras,2001,Total,La Ceiba,"Final figure, complete",2007,59774,
Netherlands,2008,Total,Zwolle,"Final figure, complete",2008,59773,
Chile,2006,Total,Punta Arenas,"Final figure, complete",2006,59773,31
Italy,2005,Total,Vicenza,"Final figure, complete",2006,59765,
Poland,2007,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2008,59762,66
Germany,1999,Total,Wolfsburg,"Final figure, complete",1999,59761,
Sweden,1999,Total,Orebro,"Final figure, complete",1999,59759,
Philippines,2010,Total,Arayat,"Final figure, complete",2013,59755,
Japan,2004,Total,Ebetsu,"Final figure, complete",2004,59752,"12,13"
Japan,2005,Total,Ikoma,"Final figure, complete",2007,59749,"12,13"
Spain,2008,Total,MatarÃ_,"Final figure, complete",2009,59744,
Australia,2004,Total,Cairns,"Final figure, complete",2005,59743,"46,114"
India,2001,Total,Hassan,"Final figure, complete",2007,59743,5
Sweden,2006,Total,Helsingborg,"Final figure, complete",2007,59742,
United States of America,2010,Total,Waco (TX),"Final figure, complete",2013,59740,"3,4"
Canada,2001,Total,Guelph,"Final figure, complete",2009,59740,
Japan,2000,Total,Noda,"Final figure, complete",2009,59740,"12,13"
Germany,2012,Total,FÃ_rth,"Final figure, complete",2012,59734,
Romania,2002,Total,Satu-Mare,"Final figure, complete",2009,59733,
Canada,2001,Total,Thunder Bay,"Final figure, complete",2009,59730,
Switzerland,2000,Total,BERNE,"Final figure, complete",2009,59727,
Austria,2014,Total,Innsbruck,"Final figure, complete",2014,59726,
United States of America,2000,Total,Beaumont (TX),"Final figure, complete",2002,59724,"3,4"
Germany,2013,Total,Pforzheim,"Final figure, complete",2013,59722,
Poland,2006,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2006,59721,66
Switzerland,2012,Total,Baden-Brugg,"Final figure, complete",2013,59719,
Iceland,2008,Total,REYKJAVIK,"Final figure, complete",2009,59717,"145,147"
Iceland,2013,Total,REYKJAVIK,"Final figure, complete",2014,59714.5,"145,147"
Poland,2006,Total,Walbrzych,"Final figure, complete",2006,59711,66
Uzbekistan,2015,Total,Almalyk,"Final figure, complete",2016,59708,58
Italy,2010,Total,Terni,"Final figure, complete",2011,59704,
Iceland,2009,Total,REYKJAVIK,"Final figure, complete",2010,59701,"145,147"
Kazakhstan,2013,Total,Rudni,"Final figure, complete",2015,59700,
New Zealand,2009,Total,Dunedin,"Final figure, complete",2011,59700,
Ukraine,2007,Total,Lysychansk,"Final figure, complete",2007,59697,
Poland,2012,Total,TarnÃ_w,"Final figure, complete",2013,59689,66
Spain,2008,Total,Dos Hermanas,"Final figure, complete",2009,59687,
Sweden,2006,Total,JÃ¶nkÃ¶ping,"Final figure, complete",2007,59684,
Thailand,2010,Total,Nakhon Phanom,"Final figure, complete",2013,59683,
Netherlands,2006,Total,Zoetermeer,"Final figure, complete",2006,59683,102
Spain,2006,Total,MatarÃ_,"Final figure, complete",2007,59683,
Germany,2014,Total,Heilbronn,"Final figure, complete",2014,59682,
Kazakhstan,2008,Total,Rudni,"Final figure, complete",2008,59679,
Poland,2011,Total,Elblag,"Final figure, complete",2012,59676,66
United States of America,2000,Total,Elizabeth (NJ),"Final figure, complete",2002,59674,"3,4,141"
Bulgaria,2003,Total,Pleven,"Final figure, complete",2004,59670,"78,79"
Russian Federation,2008,Total,Sergiev Posad,"Final figure, complete",2009,59668,
Philippines,2007,Total,Kidapawan,"Final figure, complete",2012,59667,
United States of America,2010,Total,Vallejo (CA),"Final figure, complete",2013,59665,"3,4"
Philippines,2010,Total,Silay,"Final figure, complete",2013,59664,
Germany,2011,Total,Wolfsburg,"Final figure, complete",2011,59660,
France,1999,Total,Metz,"Final figure, complete",2009,59657,61
Serbia,2008,Total,Cacak,"Final figure, complete",2009,59649,68
Poland,2007,Total,Opole,"Final figure, complete",2008,59644,66
Portugal,2011,Total,Funchal,"Final figure, complete",2013,59642,
Spain,2009,Total,TorrejÃ_n de Ardoz,"Final figure, complete",2011,59639,
Spain,2001,Total,Tarragona,"Final figure, complete",2002,59639,57
Poland,2006,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2007,59623,66
Brazil,2010,Total,VitÃ_ria de Santo Antao,"Final figure, complete",2012,59609,
Japan,2000,Total,Matsusaka,"Final figure, complete",2009,59606,"12,13"
Japan,2000,Total,Kiryu,"Final figure, complete",2009,59602,"12,13"
New Zealand,2006,Total,Dunedin,"Final figure, complete",2006,59600,
Germany,1999,Total,Regensburg,"Final figure, complete",1999,59600,
Japan,2005,Total,Konosu,"Final figure, complete",2007,59595,"12,13"
Japan,2003,Total,Niihama,"Final figure, complete",2003,59595,"12,13"
Brazil,2010,Total,Franco da Rocha,"Final figure, complete",2012,59594,
Brazil,2010,Total,Franco da Rocha,"Final figure, complete",2012,59594,
United States of America,2000,Total,Fort Collins (CO),"Final figure, complete",2002,59593,"3,4"
Germany,1999,Total,Ulm,"Final figure, complete",1999,59592,
Romania,2008,Total,Satu-Mare,"Final figure, complete",2009,59584,
Serbia,2013,Total,Pancevo,"Final figure, complete",2014,59576,"67,68"
Israel,2011,Total,Ashqelon,"Final figure, complete",2014,59576,42
Kazakhstan,2008,Total,Koktshetau,"Final figure, complete",2008,59576,
Germany,2013,Total,Recklinghausen,"Final figure, complete",2013,59572,
United States of America,2000,Total,Thousand Oaks (CA),"Final figure, complete",2002,59565,"3,4"
Japan,2003,Total,Okinawa,"Final figure, complete",2003,59563,"12,13"
India,2001,Total,Tinsukia,"Final figure, complete",2007,59561,5
Israel,2011,Total,Rehovot,"Final figure, complete",2014,59560,42
Iran (Islamic Republic of),2006,Total,Torbat-e-heydariyeh,"Final figure, complete",2011,59560,
France,2010,Total,OrlÃ©ans,"Final figure, complete",2014,59557.91698,60
Lithuania,2004,Total,Shauliai,"Final figure, complete",2005,59551,
Poland,2010,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2011,59547,66
Netherlands,2010,Total,Zoetermeer,"Final figure, complete",2010,59544,
India,2001,Total,Kalol,"Final figure, complete",2007,59539,5
Japan,2010,Total,Handa,"Final figure, complete",2012,59537,13
Switzerland,2011,Total,Baden-Brugg,"Final figure, complete",2012,59536,
Sweden,1999,Total,JÃ¶nkÃ¶ping,"Final figure, complete",1999,59535,
Switzerland,2011,Total,BERNE,"Final figure, complete",2012,59531.5,
Japan,2010,Total,Kawachinagano,"Final figure, complete",2012,59526,13
Serbia,2003,Total,Kraljevo,"Final figure, complete",2008,59526,68
El Salvador,2007,Total,Santa Tecla,"Final figure, complete",2009,59525,
Thailand,2000,Total,Pattani,"Final figure, complete",2000,59524,30
Russian Federation,2011,Total,Kyzyl,"Final figure, complete",2012,59523,
Costa Rica,2007,Total,Heredia,"Final figure, complete",2007,59523,
France,1999,Total,OrlÃ©ans,"Final figure, complete",2009,59520,61
Poland,2007,Total,ChorzÃ_w,"Final figure, complete",2008,59517,66
Japan,2010,Total,Koganei,"Final figure, complete",2012,59515,13
Japan,2010,Total,Otaru,"Final figure, complete",2012,59514,13
Spain,2010,Total,Santa Coloma de Gramanet,"Final figure, complete",2012,59512,
Hungary,2013,Total,KecskemÃ©t,Provisional figure,2014,59509.5,
Germany,1999,Total,Gera,"Final figure, complete",1999,59507,
Poland,2009,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2010,59503,66
Israel,2004,Total,Ramat Gan,"Final figure, complete",2005,59500,
Japan,2010,Total,Sano,"Final figure, complete",2012,59499,13
Hungary,2008,Total,KecskemÃ©t,"Final figure, complete",2009,59493.5,
Brazil,2010,Total,Cubatao,"Final figure, complete",2012,59491,
Brazil,2010,Total,Cubatao,"Final figure, complete",2012,59491,
Serbia,2012,Total,Zrenjanin,"Final figure, complete",2013,59485,"67,68"
India,2001,Total,Gondiya,"Final figure, complete",2007,59484,5
Latvia,2007,Total,Daugavpils,"Final figure, complete",2008,59477,
Italy,2014,Total,Terni,"Final figure, complete",2015,59475.5,
Brazil,2010,Total,Maranguape,"Final figure, complete",2012,59468,
Germany,2015,Total,Heilbronn,"Final figure, complete",2015,59467,54
Spain,2010,Total,CÃ¡diz,"Final figure, complete",2012,59467,
United States of America,2000,Total,Peoria (IL),"Final figure, complete",2002,59465,"3,4"
Italy,2014,Total,Giugliano in Campania,"Final figure, complete",2015,59463,
Japan,2003,Total,Asaka,"Final figure, complete",2003,59460,"12,13"
Russian Federation,2010,Total,Novokuybishevsk,"Final figure, complete",2013,59458,
Russian Federation,2009,Total,Dimitrovgrad,"Final figure, complete",2010,59458,
Serbia,2009,Total,Cacak,"Final figure, complete",2010,59456,68
Japan,2005,Total,Omuta,"Final figure, complete",2007,59452,"12,13"
Russian Federation,2008,Total,Nefteyugansk,"Final figure, complete",2009,59451,
Italy,2012,Total,Sassari,Provisional figure,2013,59449,
Hungary,2014,Total,KecskemÃ©t,"Final figure, complete",2015,59447.5,
Germany,2014,Total,Recklinghausen,"Final figure, complete",2014,59446,
Germany,2013,Total,Offenbach am Main,"Final figure, complete",2013,59446,
Russian Federation,2009,Total,Shchelkovo,"Final figure, complete",2010,59440,
United States of America,2000,Total,Waco (TX),"Final figure, complete",2002,59431,"3,4"
Germany,2013,Total,Heilbronn,"Final figure, complete",2013,59430,
Russian Federation,2010,Total,Zheleznodorozhny,"Final figure, complete",2013,59428,
Russian Federation,2010,Total,Zheleznodorozhny,"Final figure, complete",2013,59428,
Poland,2012,Total,Elblag,"Final figure, complete",2013,59427,66
Spain,2013,Total,LeÃ_n,"Final figure, complete",2014,59422,
Poland,2011,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2012,59414,66
Japan,2010,Total,Nasushiobara,"Final figure, complete",2012,59410,13
Russian Federation,2008,Total,Novy Urengoy,"Final figure, complete",2009,59409,
Ukraine,2011,Total,Slovyansk,"Final figure, complete",2011,59408,
New Zealand,2015,Total,Tauranga,"Final figure, complete",2016,59400,
New Zealand,2009,Total,Napier-Hastings,"Final figure, complete",2009,59400,
Israel,2003,Total,Ramat Gan,"Final figure, complete",2004,59400,
Russian Federation,2004,Total,Hasaviurt,"Final figure, complete",2005,59395,"16,17"
Hungary,2012,Total,KecskemÃ©t,"Final figure, complete",2013,59393,
Kenya,2009,Total,Mavoko/AthiRiver,"Final figure, complete",2016,59393,
Brazil,2010,Total,Botucatu,"Final figure, complete",2012,59384,
Spain,2010,Total,Parla,"Final figure, complete",2012,59384,
Romania,2009,Total,Satu-Mare,"Final figure, complete",2010,59382,
Japan,2004,Total,Niihama,"Final figure, complete",2004,59376,"12,13"
India,2001,Total,Hazaribag,"Final figure, complete",2007,59369,5
Poland,2006,Total,Walbrzych,"Final figure, complete",2007,59367,66
Russian Federation,2008,Total,Dimitrovgrad,"Final figure, complete",2009,59359,
Serbia,2014,Total,Pancevo,"Final figure, complete",2015,59355,"67,68"
Norway,2007,Total,Stavanger,"Final figure, complete",2008,59353.5,
France,1999,Total,Villeurbanne,"Final figure, complete",2009,59345,61
India,2001,Total,Beawar,"Final figure, complete",2007,59342,5
Republic of Korea,2000,Total,Sangju,"Final figure, complete",2002,59341,
Japan,2010,Total,Koganei,"Final figure, complete",2012,59337,13
Philippines,2010,Total,Bayawan (Tulong),"Final figure, complete",2013,59336,
United States of America,2000,Total,Palmdale (CA),"Final figure, complete",2002,59332,"3,4,163"
Germany,2011,Total,Pforzheim,"Final figure, complete",2014,59321,
Japan,2010,Total,Ebetsu,"Final figure, complete",2012,59320,13
Iceland,2009,Total,REYKJAVIK,"Final figure, complete",2010,59320,"145,147"
India,2001,Total,Neemuch,"Final figure, complete",2007,59320,5
Dominican Republic,2010,Total,Azua,"Final figure, complete",2012,59319,
Dominican Republic,2010,Total,Azua,"Final figure, complete",2012,59319,
Romania,2002,Total,Botosani,"Final figure, complete",2009,59315,
Italy,2009,Total,Terni,"Final figure, complete",2010,59307.5,
Poland,2012,Total,GorzÃ_w Wielkopolski,"Final figure, complete",2013,59306,66
Russian Federation,2009,Total,Novocheboksarsk,"Final figure, complete",2010,59305,
Italy,2012,Total,Vicenza,Provisional figure,2013,59302,
New Zealand,2010,Total,Tauranga,"Final figure, complete",2011,59300,
Spain,2011,Total,Algeciras,"Final figure, complete",2013,59299,
Russian Federation,2009,Total,Novy Urengoy,"Final figure, complete",2010,59296,
Brazil,2010,Total,PalhoÃ§a,"Final figure, complete",2012,59293,
Italy,2010,Total,Giugliano in Campania,"Final figure, complete",2011,59291,
Japan,2010,Total,Handa,"Final figure, complete",2012,59291,13
Hungary,2011,Total,KecskemÃ©t,"Final figure, complete",2013,59290,
Switzerland,2011,Total,Baden-Brugg,"Final figure, complete",2012,59288,
Colombia,2005,Total,Uribia,"Final figure, complete",2008,59287,
Japan,2004,Total,Ikoma,"Final figure, complete",2004,59285,"12,13"
Romania,2012,Total,Botosani,Provisional figure,2013,59282,
Philippines,2000,Total,Surigao,"Final figure, complete",2005,59281,
Canada,2009,Total,Peterborough,Provisional figure,2009,59279,"33,35,38"
United States of America,2000,Total,Columbia (SC),"Final figure, complete",2002,59279,"3,4"
Poland,2009,Total,ChorzÃ_w,"Final figure, complete",2010,59272,66
India,2001,Total,Raniganj,"Final figure, complete",2007,59270,5
Chile,2002,Total,Los ÃÅngeles,"Final figure, complete",2002,59268,
Switzerland,2011,Total,Baden-Brugg,"Final figure, complete",2012,59267.5,
Serbia,2010,Total,Cacak,"Final figure, complete",2010,59263,68
Japan,2003,Total,Toyokawa,"Final figure, complete",2003,59263,"12,13"
Ireland,2002,Total,Cork,"Final figure, complete",2003,59263,
Canada,2014,Total,Peterborough,Provisional figure,2015,59259,33
Australia,2001,Total,Cairns,"Final figure, complete",2005,59258,"46,114"
Philippines,2000,Total,Surigao,"Final figure, complete",2005,59253,
United Kingdom of Great Britain and Northern Ireland,2001,Total,Hastings/Bexhill,"Final figure, complete",2006,59247,"28,29"
Netherlands,2009,Total,Zoetermeer,"Final figure, complete",2009,59242,
Russian Federation,2006,Total,Dimitrovgrad,"Final figure, complete",2007,59233,"16,17"
India,2001,Total,Birnagar,"Final figure, complete",2007,59232,5
Brazil,2010,Total,Cubatao,"Final figure, complete",2012,59229,
Brazil,2010,Total,Cubatao,"Final figure, complete",2012,59229,
Russian Federation,2011,Total,Novokuybishevsk,"Final figure, complete",2012,59228,
Japan,2005,Total,Saijo,"Final figure, complete",2007,59227,"12,13"
Japan,2010,Total,Karatsu,"Final figure, complete",2012,59221,13
India,2001,Total,Guntakul,"Final figure, complete",2007,59211,5
Israel,2013,Total,Ashqelon,"Final figure, complete",2015,59208.28,
Ukraine,2008,Total,Lysychansk,"Final figure, complete",2008,59203,
Serbia,2005,Total,Å abac,"Final figure, complete",2007,59201,68
New Zealand,2008,Total,Dunedin,"Final figure, complete",2008,59200,
Bulgaria,2005,Total,Pleven,"Final figure, complete",2006,59196,"78,79"
Kazakhstan,2007,Total,Rudni,"Final figure, complete",2007,59195,
